loan_id,customer_id,account_id,loan_type,principle,interest,term_months,status,start_date,end_date
24653,20407,2373,Car,386309.2,9.87,30,Closed,2024-10-28,2027-07-31
24654,17713,32809,Car,458412.99,6.94,21,Active,2026-06-23 19:18:46.871131,2025-04-16
24655,27945,33689,Home,333608.37,6.32,16,Closed,2023-08-23,2026-07-26
24656,32815,27947,Home,465465.71,5.75,0,Active,2024-06-18,2024-12-02
24657,18103,57817,Home,345185.23,13.39,0,Active,2027-01-20 19:18:46.871131,2026-04-15
24658,18656,56288,Personal,252868.42,12.75,42,Active,2025-01-16,2025-12-08
24659,20219,26669,Personal,461833.09,12.72,53,Closed,2024-08-26,2025-12-16
24660,134,21350,,360485.21,9.91,55,Active,2025-10-15,2028-10-04
24661,26394,27210,,345636.22,11.44,27,Closed,2026-09-18 19:18:46.871131,2025-11-26
24662,2136,24217,Car,355635.01,8.19,32,Closed,2024-05-16,2026-06-11
24663,27929,45701,Home,484329.83,11.3,32,Closed,2024-03-09,2027-12-30
24664,24031,59169,Personal,461127.02,7.85,16,Closed,2023-12-13,2024-06-15
24665,20319,25210,,264990.46,8.87,0,Closed,2023-03-16,2025-04-02
24666,7650,17632,Personal,0.0,7.49,16,Closed,2025-08-23,2025-01-26 19:18:46.871131
24667,13946,57814,,216773.59,13.35,0,Active,2023-05-17,2023-09-11
24668,27986,57820,Home,0.0,12.57,31,Active,2024-07-13,2025-11-21
24669,34544,18776,Car,0.0,6.84,17,Closed,2026-05-11 19:18:46.871131,2028-07-22
24670,36422,12154,Personal,143149.32,11.16,47,Closed,2023-02-23,2025-07-12
24671,18309,15048,Personal,128512.4,14.77,51,Closed,2025-12-28,2025-11-05 19:18:46.871131
24672,29120,60865,,221047.43,-5.0,20,Closed,2025-10-27,2024-11-11 19:18:46.871131
24673,48942,52163,Personal,0.0,14.92,20,Active,2027-04-14 19:18:46.871131,2025-04-18 19:18:46.871131
24674,42744,22960,Car,36504.05,-5.0,30,Active,2024-08-27,2026-04-10
24675,39602,51156,Home,462497.19,5.29,0,Closed,2025-08-11,2026-02-11 19:18:46.871131
24676,11358,35980,Car,260813.92,11.56,12,Active,2025-05-15,2027-11-06
24677,9723,21166,Personal,179205.35,12.34,13,Active,2023-12-12,2026-02-07
24678,40987,8785,,140596.25,8.96,18,Active,2025-06-28,2026-12-27
24679,47246,16708,Home,257972.11,9.98,47,Closed,2023-03-14,2026-02-10
24680,26658,22487,Personal,324886.18,-5.0,46,Active,2026-05-19 19:18:46.871131,2025-09-20
24681,22104,38014,Car,-1000.0,12.0,48,Active,2023-06-24,2025-09-20
24682,24795,5735,Personal,65459.25,14.31,21,Active,2025-06-16,2025-11-18
24683,45336,58037,Home,311998.95,5.65,28,Closed,2024-01-12,2025-03-31
24684,27963,12309,,63110.74,10.55,41,Active,2024-01-21,2026-02-26
24685,21735,20961,Personal,360206.72,12.35,54,Closed,2024-08-23,2025-04-24
24686,26270,28216,Home,214280.59,7.78,17,Active,2023-08-23,2026-01-12
24687,925,44536,Home,396647.28,6.96,58,Active,2025-12-25,2028-03-28
24688,23862,15692,Home,0.0,8.06,34,Active,2024-03-15,2025-02-06
24689,12923,19997,Home,38064.74,8.21,44,Closed,2026-03-17 19:18:46.871131,2027-11-29
24690,1295,26910,Personal,21234.03,-5.0,45,Closed,2025-11-07,2025-04-09 19:18:46.871131
24691,37334,63362,,-1000.0,7.07,40,Active,2024-12-23,2028-04-24
24692,2727,40034,Personal,258964.66,11.95,29,Active,2024-10-21,2027-07-23
24693,24328,69289,Personal,62747.09,6.13,52,Closed,2027-01-24 19:18:46.871131,2024-06-02
24694,47171,26008,Car,98686.76,6.55,44,Closed,2026-05-23 19:18:46.871131,2027-01-17
24695,1843,38830,Home,192984.86,13.86,0,Active,2025-02-06,2026-08-20
24696,31053,37720,Home,107335.71,6.29,0,Closed,2025-08-12,2029-08-13
24697,26522,54092,Personal,123916.43,14.73,15,Closed,2024-03-16,2027-08-17
24698,22457,47024,Car,168663.31,7.52,46,Active,2026-03-20 19:18:46.871131,2027-02-05
24699,12720,68604,,127111.83,5.55,27,Active,2027-06-25 19:18:46.871131,2027-03-15
24700,43540,30980,Car,145186.86,9.2,26,Closed,2026-01-04,2028-08-04
24701,13019,46648,Car,388008.48,8.21,32,Active,2024-08-08,2025-10-30
24702,30256,67318,Personal,458935.87,8.16,32,Active,2026-07-27 19:18:46.871131,2027-11-23
24703,21735,42162,Home,71910.85,8.3,15,Closed,2025-03-24,2026-10-23
24704,44154,37786,Personal,0.0,-5.0,46,Closed,2023-05-29,2026-02-15
24705,24399,1008,Home,228746.11,-5.0,21,Active,2024-11-24,2025-11-21 19:18:46.871131
24706,36110,66716,,-1000.0,8.17,25,Active,2026-02-24 19:18:46.871131,2024-10-01
24707,16184,69083,Home,458427.14,9.96,19,Active,2026-09-28 19:18:46.871131,2025-04-03 19:18:46.871131
24708,12755,45859,,95777.6,10.54,37,Active,2024-08-05,2025-10-08
24709,19575,25372,Personal,-1000.0,14.65,0,Active,2023-08-23,2024-05-20
24710,660,20175,Home,192071.48,12.99,37,Active,2024-07-16,2027-03-20
24711,1296,10371,Car,64558.67,12.99,44,Closed,2024-12-10,2026-01-12 19:18:46.871131
24712,1595,8852,Personal,104287.06,-5.0,50,Closed,2023-11-04,2025-10-25 19:18:46.871131
24713,11173,56483,,212857.58,7.31,44,Active,2023-08-24,2027-04-07
24714,37618,65691,Car,428344.97,12.85,54,Active,2024-02-13,2025-05-08
24715,40614,3934,Home,-1000.0,6.19,46,Active,2025-10-24,2028-05-07
24716,7183,12507,Car,258861.14,10.0,39,Active,2025-01-26,2025-07-15
24717,40764,27124,Personal,370631.31,-5.0,35,Closed,2023-07-02,2024-11-11 19:18:46.871131
24718,17434,21650,Personal,455574.16,7.96,24,Active,2023-07-08,2025-04-25
24719,38579,25238,,50741.25,6.49,50,Active,2026-10-17 19:18:46.871131,2027-12-01
24720,27637,26221,Home,393544.63,-5.0,41,Active,2027-05-15 19:18:46.871131,2025-11-11
24721,20584,68488,Car,454771.46,7.74,15,Closed,2027-02-25 19:18:46.871131,2026-08-10
24722,27248,24664,Home,0.0,7.78,0,Active,2023-02-19,2026-12-04
24723,42969,26656,Personal,120048.18,6.4,29,Active,2023-08-22,2026-02-05 19:18:46.871131
24724,23232,65799,Personal,0.0,-5.0,32,Closed,2025-04-21,2027-11-12
24725,12528,40325,,10993.72,-5.0,12,Closed,2023-03-02,2025-10-04 19:18:46.871131
24726,25987,9016,Personal,401083.13,6.67,41,Active,2023-05-01,2024-12-23 19:18:46.871131
24727,15909,5314,Personal,-1000.0,-5.0,16,Active,2026-08-29 19:18:46.871131,2025-11-04 19:18:46.871131
24728,15055,8466,Personal,242040.53,-5.0,46,Active,2023-10-14,2027-01-30
24729,6141,26602,Personal,-1000.0,8.54,19,Closed,2025-07-04,2025-11-19
24730,19668,28139,Car,429868.05,-5.0,15,Active,2025-07-10,2028-02-17
24731,49976,4047,Personal,0.0,-5.0,40,Active,2026-12-01 19:18:46.871131,2025-10-23
24732,25464,34427,Personal,464671.84,-5.0,21,Closed,2025-12-24,2027-01-17
24733,43569,58223,Home,0.0,5.21,16,Active,2025-07-30,2026-01-22 19:18:46.871131
24734,34806,20922,Personal,103886.96,9.32,0,Active,2026-03-22 19:18:46.871131,2024-10-08 19:18:46.871131
24735,5485,47063,Personal,433755.25,-5.0,29,Active,2023-07-12,2027-06-05
24736,35151,9309,Home,244705.31,10.3,37,Closed,2024-10-24,2028-02-21
24737,29760,24040,Home,-1000.0,-5.0,20,Closed,2025-08-08,2028-07-07
24738,15871,35558,Car,95461.28,5.36,26,Active,2024-01-05,2027-03-15
24739,17099,53621,,0.0,14.59,38,Closed,2024-01-09,2026-12-12
24740,46924,50511,,400029.48,11.12,17,Active,2026-12-10 19:18:46.871131,2028-08-28
24741,47255,18027,,336363.33,11.85,56,Active,2026-02-06,2025-08-29 19:18:46.871131
24742,10280,44914,Car,200071.76,14.11,49,Active,2025-02-02,2026-10-05
24743,47600,61389,Car,-1000.0,10.58,25,Closed,2024-08-01,2025-12-03 19:18:46.871131
24744,48346,61058,,376993.45,5.36,0,Closed,2025-10-12,2029-01-27
24745,27960,5932,Home,83285.21,10.86,45,Active,2023-09-08,2025-08-02 19:18:46.871131
24746,47983,16661,Car,217876.72,14.15,38,Active,2025-12-04,2026-11-01
24747,41714,35833,Car,336074.42,12.76,18,Closed,2024-01-03,2025-09-01
24748,28892,59440,Personal,-1000.0,-5.0,60,Closed,2024-10-06,2026-11-18
24749,6664,33070,Car,-1000.0,8.91,31,Active,2024-07-20,2028-05-15
24750,16061,49310,Personal,183540.1,6.69,17,Closed,2023-09-07,2024-11-08
24751,22806,69992,Personal,55139.33,-5.0,42,Closed,2023-07-08,2026-08-06
24752,1864,11595,Home,191886.91,12.76,13,Closed,2023-05-15,2024-08-15
24753,41634,58194,,186687.91,-5.0,48,Active,2023-06-02,2023-12-30
24754,41863,17847,Car,431379.91,9.32,51,Active,2024-07-05,2025-05-05 19:18:46.871131
24755,9479,32029,,272365.43,8.61,38,Closed,2026-02-11,2028-01-27
24756,44279,23029,Home,304891.48,-5.0,33,Closed,2024-05-24,2027-01-13
24757,9565,38132,Car,178935.24,14.64,20,Active,2023-07-04,2025-05-10
24758,29696,61352,Personal,207758.72,13.04,20,Closed,2025-09-05,2029-05-15
24759,10243,51247,Home,196824.84,11.19,34,Active,2025-07-17,2026-08-02
24760,33716,59286,Home,58280.22,14.61,60,Closed,2024-07-02,2027-11-16
24761,48158,22029,Personal,0.0,6.65,36,Closed,2026-05-13 19:18:46.871131,2029-03-29
24762,30339,60114,Car,458461.92,11.84,54,Closed,2025-08-09,2026-08-29
24763,2115,43547,Home,452098.18,6.66,28,Closed,2023-08-09,2026-11-20
24764,39118,39136,Personal,143456.57,9.01,0,Closed,2023-06-20,2027-06-19
24765,49361,22691,Personal,0.0,13.26,0,Closed,2025-10-28,2027-05-05
24766,33093,30495,Personal,134189.12,10.17,29,Closed,2026-05-05 19:18:46.871131,2029-11-22
24767,34572,3615,Car,139073.1,6.66,33,Closed,2025-11-19,2025-06-02 19:18:46.871131
24768,15733,68322,Home,0.0,6.92,12,Closed,2025-07-26,2028-02-25
24769,49277,52711,Personal,473755.77,-5.0,29,Active,2025-01-01,2024-11-25 19:18:46.871131
24770,38968,67574,Car,353690.55,6.42,49,Active,2025-05-13,2028-12-03
24771,14875,6183,Personal,211766.23,11.04,56,Active,2026-01-29,2028-07-22
24772,35347,56033,Personal,18041.94,6.28,59,Closed,2024-11-18,2025-10-18
24773,17631,56661,Car,64688.67,5.04,0,Closed,2025-06-30,2028-03-24
24774,40327,62298,Car,100419.63,9.64,47,Active,2023-12-06,2027-09-30
24775,9046,41860,Car,77913.01,12.62,39,Active,2025-07-24,2027-05-06
24776,29683,32555,,0.0,-5.0,19,Closed,2024-09-21,2026-12-02
24777,21729,31480,Personal,12023.9,13.29,0,Closed,2023-02-25,2026-01-15 19:18:46.871131
24778,17348,14187,Personal,56840.65,14.7,48,Active,2026-08-30 19:18:46.871131,2026-05-08
24779,29874,62348,Home,322517.14,8.89,0,Closed,2024-08-14,2025-07-08
24780,43524,41494,Car,37279.53,8.8,38,Active,2023-11-25,2024-05-31
24781,46434,33469,Personal,-1000.0,8.88,47,Active,2027-06-28 19:18:46.871131,2027-03-15
24782,7473,28880,,100876.58,12.09,28,Closed,2023-05-12,2023-09-30
24783,38600,34159,Car,240077.31,6.28,54,Active,2026-07-01 19:18:46.871131,2027-08-26
24784,23806,67970,Personal,57215.17,11.96,41,Active,2025-09-26,2027-03-21
24785,3355,10330,Home,255084.47,7.7,40,Active,2024-10-22,2026-12-20
24786,16929,16162,Home,347215.37,13.59,26,Active,2026-01-04,2028-07-18
24787,1165,23011,Car,464416.12,8.99,23,Active,2026-03-11 19:18:46.871131,2026-12-01
24788,31806,51959,Car,374088.27,12.39,37,Closed,2026-08-16 19:18:46.871131,2026-12-27
24789,43428,64841,Home,0.0,8.88,18,Closed,2025-10-01,2029-05-30
24790,44742,5164,Home,390821.76,12.45,0,Closed,2027-02-13 19:18:46.871131,2028-06-18
24791,19594,62727,Personal,413662.73,7.42,37,Closed,2026-12-06 19:18:46.871131,2025-12-09 19:18:46.871131
24792,22236,6555,Home,188035.54,11.92,38,Active,2023-05-19,2024-12-21 19:18:46.871131
24793,24184,39128,Car,414254.6,7.66,55,Closed,2023-08-19,2025-05-25
24794,8102,35788,Personal,0.0,12.18,15,Closed,2024-04-20,2028-04-27
24795,49852,6071,,27223.91,12.26,15,Closed,2026-09-24 19:18:46.871131,2027-06-08
24796,5442,64204,Car,288290.32,10.1,0,Active,2027-03-19 19:18:46.871131,2027-02-18
24797,36030,8112,Car,272695.6,7.76,39,Closed,2025-07-09,2029-08-15
24798,40489,16393,Personal,412122.25,12.95,53,Active,2027-02-11 19:18:46.871131,2027-04-24
24799,37358,52342,Personal,104765.53,7.01,47,Active,2024-01-15,2026-04-04
24800,16302,7032,,210279.61,10.68,33,Active,2023-09-28,2024-12-14
24801,9999,16438,Personal,267908.3,-5.0,20,Active,2023-11-13,2025-10-21 19:18:46.871131
24802,40077,9889,Personal,0.0,12.73,45,Closed,2024-05-25,2026-01-30
24803,31104,23617,Personal,427287.14,6.61,22,Closed,2023-07-15,2026-04-06
24804,6316,54961,Car,462812.71,6.07,0,Closed,2023-05-29,2025-02-10
24805,4036,64190,Home,-1000.0,7.84,31,Active,2025-06-12,2026-04-09
24806,14054,45337,Car,460091.9,-5.0,24,Closed,2027-06-15 19:18:46.871131,2025-06-16 19:18:46.871131
24807,5006,10157,,438567.67,10.28,20,Active,2024-08-15,2027-11-01
24808,41440,63895,Home,152025.27,12.37,0,Closed,2023-11-24,2025-09-11 19:18:46.871131
24809,45019,4529,Car,56351.51,-5.0,0,Closed,2023-02-18,2023-09-27
24810,27125,34628,,425195.15,10.83,60,Closed,2027-05-27 19:18:46.871131,2029-07-11
24811,45700,52338,Car,-1000.0,11.89,45,Closed,2027-01-13 19:18:46.871131,2028-05-05
24812,18421,34469,Home,271101.84,12.15,0,Closed,2026-05-28 19:18:46.871131,2028-08-28
24813,37006,52954,,282989.2,14.93,0,Active,2023-09-15,2025-09-10
24814,45489,38482,Home,206191.82,13.52,0,Closed,2024-03-05,2024-10-18 19:18:46.871131
24815,42073,13395,Personal,255127.27,14.01,49,Closed,2026-01-17,2025-02-12 19:18:46.871131
24816,17855,11467,Car,243058.97,13.0,0,Active,2026-08-12 19:18:46.871131,2025-06-01
24817,64,52977,Personal,268775.51,8.4,0,Closed,2025-12-21,2025-07-03 19:18:46.871131
24818,29165,52869,Car,204574.98,6.16,0,Closed,2025-10-09,2026-10-06
24819,31563,57196,Car,428736.97,6.43,0,Active,2026-01-05,2028-04-10
24820,24626,18000,Car,154581.46,5.35,31,Active,2024-01-25,2025-12-10 19:18:46.871131
24821,6578,39854,Home,-1000.0,10.58,0,Closed,2027-01-21 19:18:46.871131,2025-12-15 19:18:46.871131
24822,29769,4069,Home,476841.11,9.27,16,Active,2024-01-27,2025-11-03
24823,48799,65636,Home,151522.22,5.42,12,Closed,2025-10-28,2025-06-04 19:18:46.871131
24824,39331,47224,Personal,444393.65,14.59,46,Active,2025-07-03,2026-05-30
24825,34731,18837,Car,194748.36,10.39,35,Active,2024-04-28,2027-08-23
24826,46222,49762,Car,379389.84,8.01,0,Active,2023-06-28,2023-11-23
24827,13036,54054,Personal,106322.42,11.7,33,Active,2026-05-08 19:18:46.871131,2025-10-18
24828,10138,41263,Personal,273414.59,-5.0,43,Active,2025-09-03,2027-01-16
24829,42457,34765,Home,371437.16,5.43,59,Closed,2025-05-04,2029-04-21
24830,26347,48327,,67262.57,14.99,26,Active,2023-06-13,2023-11-30
24831,47675,66906,Home,30788.86,11.51,43,Closed,2023-11-29,2024-03-12
24832,18806,9364,Car,449549.79,6.72,14,Active,2026-02-28 19:18:46.871131,2027-02-16
24833,645,9624,Personal,227522.65,6.85,33,Active,2023-07-18,2025-11-06 19:18:46.871131
24834,14248,27485,Home,-1000.0,5.43,39,Active,2026-03-17 19:18:46.871131,2024-10-06
24835,35563,48095,,496570.5,8.4,13,Closed,2023-12-31,2025-08-12 19:18:46.871131
24836,12654,3539,Home,414959.09,-5.0,54,Active,2024-03-21,2025-11-18
24837,40766,16580,,119708.41,10.26,59,Closed,2024-08-07,2026-08-27
24838,43153,35736,,168404.38,8.53,45,Active,2026-01-18,2030-01-08
24839,36082,34836,Personal,217181.14,5.49,35,Active,2026-04-27 19:18:46.871131,2026-02-02 19:18:46.871131
24840,19669,42601,,271565.57,10.9,22,Closed,2025-01-19,2025-11-15 19:18:46.871131
24841,47204,42172,Personal,106422.57,-5.0,40,Closed,2024-07-14,2026-07-23
24842,12751,36768,Car,29288.85,10.72,44,Active,2025-08-11,2027-03-07
24843,33317,17315,Home,275875.18,14.79,29,Active,2026-04-19 19:18:46.871131,2025-09-11 19:18:46.871131
24844,45151,35169,Home,398794.03,6.6,15,Closed,2023-08-24,2024-06-12
24845,35467,9640,Home,0.0,-5.0,51,Active,2026-11-28 19:18:46.871131,2026-03-10
24846,8554,40122,Personal,269443.0,8.4,52,Closed,2025-12-13,2025-08-22 19:18:46.871131
24847,33590,727,,-1000.0,5.79,45,Active,2024-12-07,2027-01-13
24848,19612,42274,Personal,0.0,5.82,59,Active,2024-10-10,2027-12-14
24849,34541,155,,-1000.0,10.4,14,Closed,2023-12-23,2026-08-27
24850,16056,47171,Personal,364695.62,6.31,51,Active,2025-01-03,2025-11-18
24851,32391,56506,,294890.66,12.23,0,Active,2026-02-24 19:18:46.871131,2025-02-10
24852,13961,65254,Car,-1000.0,8.63,20,Active,2026-05-31 19:18:46.871131,2024-12-27
24853,35915,54818,Car,379299.75,6.53,53,Closed,2024-10-31,2024-10-14 19:18:46.871131
24854,47339,44975,,339425.53,9.2,0,Active,2024-02-06,2024-10-24
24855,1739,9502,Personal,407198.98,6.36,15,Closed,2025-01-26,2029-02-15
24856,48287,64777,,178639.32,-5.0,37,Active,2025-12-26,2025-01-28 19:18:46.871131
24857,19214,25948,Home,315612.62,7.64,24,Closed,2026-02-12,2025-07-18 19:18:46.871131
24858,21185,6381,Personal,468365.46,12.77,0,Active,2025-03-09,2027-05-08
24859,28893,50952,,366711.7,11.74,21,Closed,2024-02-07,2026-07-31
24860,25885,56964,,33553.45,9.58,42,Closed,2024-03-04,2026-01-18
24861,24113,31106,Personal,82624.55,13.97,38,Closed,2024-10-16,2027-12-03
24862,889,23445,,261430.12,6.84,15,Active,2025-06-23,2028-05-15
24863,30142,51545,Personal,261212.61,10.48,32,Active,2023-11-04,2026-02-04 19:18:46.871131
24864,41818,21126,Home,-1000.0,6.29,14,Active,2024-09-02,2028-07-12
24865,9752,54183,Personal,240705.76,10.47,0,Closed,2025-07-09,2024-10-19 19:18:46.871131
24866,19980,17471,Home,-1000.0,10.49,15,Active,2023-09-03,2027-08-02
24867,30405,32823,,328262.32,-5.0,39,Closed,2025-11-13,2028-08-28
24868,25458,39442,Home,384658.32,-5.0,0,Active,2024-09-05,2028-06-28
24869,19589,30306,Car,-1000.0,6.24,16,Active,2025-11-27,2028-05-22
24870,11722,11832,Personal,333097.86,-5.0,58,Closed,2023-05-17,2026-02-28
24871,35847,50818,Personal,189452.31,9.39,14,Active,2024-09-01,2027-01-06
24872,2188,50050,Home,114953.09,12.06,44,Closed,2027-02-06 19:18:46.871131,2025-04-03
24873,37474,54059,Car,195895.79,14.27,14,Closed,2023-05-08,2023-09-23
24874,10603,49608,Personal,66555.74,13.41,43,Closed,2025-05-02,2029-03-18
24875,4843,9292,Personal,266882.23,9.26,44,Closed,2024-02-26,2026-08-26
24876,27498,2102,Car,-1000.0,8.65,39,Closed,2024-12-11,2026-03-19
24877,684,43836,Personal,223761.82,-5.0,57,Active,2024-12-01,2025-03-30 19:18:46.871131
24878,17081,65450,Personal,288253.86,-5.0,24,Closed,2023-08-02,2027-06-06
24879,40747,39998,Home,162833.98,11.17,21,Active,2023-11-28,2027-12-30
24880,31094,18672,Car,137787.6,7.34,19,Active,2024-10-12,2027-08-12
24881,49211,36629,Car,379118.75,10.31,0,Active,2025-08-07,2027-03-25
24882,32652,22688,Home,474019.26,-5.0,51,Closed,2026-01-08,2025-10-22 19:18:46.871131
24883,35236,1681,Car,429747.36,7.71,23,Active,2027-03-01 19:18:46.871131,2025-02-13
24884,6624,880,Car,195468.93,9.12,20,Closed,2024-09-16,2024-10-06 19:18:46.871131
24885,10239,61965,,463162.23,11.38,26,Active,2024-12-26,2029-01-25
24886,458,32524,Home,-1000.0,8.32,44,Closed,2025-06-07,2028-12-10
24887,3859,61765,Car,418519.55,10.6,21,Active,2025-11-25,2025-06-27 19:18:46.871131
24888,15507,47266,Home,-1000.0,14.82,45,Closed,2024-12-26,2025-12-09 19:18:46.871131
24889,21710,18805,Car,178142.02,8.51,51,Closed,2025-03-03,2028-03-27
24890,23966,20912,Personal,217890.48,14.23,28,Closed,2024-03-16,2027-09-18
24891,28697,41310,Home,352153.63,11.81,59,Active,2025-12-24,2027-12-03
24892,49232,31976,Car,63902.65,9.31,0,Active,2024-06-16,2027-12-21
24893,2575,15146,Personal,-1000.0,5.43,16,Active,2024-06-16,2027-07-27
24894,45070,12809,Car,289103.46,12.52,47,Active,2027-03-20 19:18:46.871131,2029-10-07
24895,28561,53673,Personal,79066.02,14.31,14,Closed,2027-05-15 19:18:46.871131,2025-05-26
24896,865,53508,Home,246628.95,7.98,55,Closed,2024-06-06,2027-11-29
24897,42697,28630,,212643.78,7.94,36,Active,2026-10-21 19:18:46.871131,2025-07-25 19:18:46.871131
24898,22191,2845,Personal,318040.85,5.94,24,Active,2024-04-26,2025-08-13
24899,40681,24228,Car,181604.4,13.82,26,Active,2025-03-09,2026-01-02
24900,44271,30421,Personal,371701.39,14.93,47,Active,2024-11-24,2026-03-19
24901,14873,12590,Personal,129799.43,10.5,38,Closed,2025-08-15,2028-08-25
24902,46853,24632,Home,274491.55,12.92,16,Closed,2024-10-16,2024-11-09 19:18:46.871131
24903,12850,20104,Home,0.0,10.84,56,Active,2023-04-20,2026-01-01
24904,37972,54014,Car,481385.46,9.28,0,Closed,2025-03-21,2024-12-30 19:18:46.871131
24905,7111,28374,Personal,494382.74,-5.0,0,Active,2025-04-04,2027-12-21
24906,21106,54292,Personal,266177.89,9.27,58,Active,2025-11-24,2027-11-03
24907,17864,8048,Personal,137063.86,14.26,27,Active,2024-02-06,2026-06-06
24908,30016,15697,Car,-1000.0,6.13,41,Active,2025-06-06,2025-05-20 19:18:46.871131
24909,29858,68519,,477415.51,8.34,51,Closed,2027-02-01 19:18:46.871131,2026-05-05
24910,12745,2668,,0.0,8.51,35,Closed,2023-03-31,2025-04-01
24911,37384,35777,Home,311963.89,5.95,32,Active,2024-01-07,2027-12-18
24912,15611,53782,Car,218168.83,14.65,53,Active,2025-12-27,2028-12-19
24913,20990,63767,Home,283739.89,-5.0,54,Closed,2024-05-05,2027-07-16
24914,29512,575,Home,173793.87,5.23,15,Closed,2024-11-28,2026-07-20
24915,39419,14153,Car,131145.79,14.21,44,Active,2025-10-20,2024-11-14 19:18:46.871131
24916,47934,68127,Home,290183.86,-5.0,55,Closed,2024-08-30,2027-04-21
24917,44222,19182,Personal,0.0,9.09,47,Active,2026-12-02 19:18:46.871131,2025-09-24 19:18:46.871131
24918,23732,41322,Personal,-1000.0,13.53,35,Active,2025-05-26,2029-01-01
24919,32503,22836,Personal,297147.24,5.04,28,Closed,2023-12-31,2024-11-22
24920,47496,55998,Car,250543.87,13.91,0,Closed,2026-10-14 19:18:46.871131,2027-11-10
24921,7607,5166,Home,130059.99,6.0,15,Closed,2024-08-27,2024-12-21
24922,5607,12335,Car,251479.13,11.78,24,Closed,2024-06-27,2025-11-11
24923,34676,22811,Home,222282.4,10.96,0,Closed,2023-12-03,2024-11-26 19:18:46.871131
24924,7941,58283,Car,33115.6,13.17,0,Closed,2025-05-04,2026-06-26
24925,20902,15311,Home,313498.31,-5.0,35,Closed,2025-07-12,2026-07-23
24926,32754,12251,Home,467059.39,-5.0,39,Closed,2023-03-15,2025-10-28
24927,3450,17950,Car,77137.45,-5.0,35,Active,2025-05-11,2025-07-26 19:18:46.871131
24928,40940,63239,Car,95178.66,8.62,31,Closed,2025-02-23,2027-02-09
24929,48416,53324,,469590.66,-5.0,0,Closed,2023-05-09,2023-11-10
24930,19772,31106,Home,140240.11,-5.0,46,Closed,2024-02-05,2025-03-01
24931,42875,51075,Personal,67144.9,-5.0,0,Active,2024-05-29,2027-07-05
24932,722,40441,,53343.34,5.18,27,Active,2024-07-03,2026-12-12
24933,33619,28967,Personal,215037.91,-5.0,18,Active,2024-12-06,2027-09-15
24934,32282,16238,Home,-1000.0,7.02,44,Closed,2023-05-30,2025-09-20 19:18:46.871131
24935,46679,48189,,-1000.0,13.7,0,Closed,2023-08-15,2024-05-09
24936,48014,15369,Personal,368636.47,14.67,0,Closed,2024-04-04,2026-03-08
24937,26469,55257,Car,167499.97,5.63,41,Active,2025-03-03,2029-01-23
24938,9288,7271,,216072.8,14.78,34,Closed,2023-09-04,2026-05-11
24939,31411,43963,Personal,283391.75,6.61,28,Active,2023-10-27,2026-02-16 19:18:46.871131
24940,36321,32854,,304555.73,7.82,44,Active,2025-03-08,2025-09-20
24941,42845,44830,Personal,357962.66,13.73,27,Closed,2025-03-06,2027-03-19
24942,19927,38677,Personal,14211.71,14.36,0,Closed,2024-10-20,2026-09-30
24943,10210,54239,Car,-1000.0,7.33,56,Closed,2027-04-15 19:18:46.871131,2027-05-24
24944,36798,42071,Home,335544.78,11.79,19,Closed,2024-08-22,2025-08-24
24945,10225,43709,Home,481715.23,-5.0,27,Closed,2025-07-19,2028-09-16
24946,21115,34514,Car,31892.44,6.39,55,Closed,2023-07-18,2027-07-27
24947,22284,53762,Personal,88721.09,-5.0,47,Closed,2024-08-12,2025-05-20
24948,13671,6268,Home,399419.28,5.38,15,Closed,2025-06-23,2028-08-12
24949,1097,25549,Car,283841.44,5.86,36,Closed,2023-09-28,2026-01-13
24950,19910,64224,Car,356422.91,6.01,59,Active,2025-12-27,2027-09-01
24951,9519,49124,Car,328539.32,13.94,33,Closed,2023-08-23,2024-04-20
24952,6208,26671,,345369.82,12.17,43,Closed,2024-05-25,2028-03-07
24953,14977,62511,Personal,276628.29,10.4,55,Closed,2023-06-06,2024-01-31
24954,40517,21838,,265370.56,9.26,37,Active,2025-12-03,2029-04-27
24955,19776,65581,Home,492075.94,12.35,47,Closed,2026-01-12,2028-04-24
24956,41497,9792,Home,112098.41,11.95,36,Active,2025-04-19,2026-08-09
24957,35982,52905,Personal,259138.19,11.66,12,Active,2025-02-08,2026-07-06
24958,12529,59063,Personal,153336.68,11.76,54,Active,2023-03-17,2026-10-13
24959,9755,30182,Home,119980.84,5.71,15,Closed,2023-05-16,2024-09-05
24960,16909,10790,,451083.96,-5.0,49,Closed,2025-12-12,2026-08-27
24961,16963,2604,Car,287450.77,5.79,19,Closed,2025-01-03,2027-03-04
24962,10301,41251,Car,492080.82,-5.0,33,Active,2026-09-23 19:18:46.871131,2026-07-28
24963,41506,30108,Home,229914.11,-5.0,0,Closed,2026-02-05,2029-03-04
24964,9759,53682,Personal,435679.74,6.34,31,Closed,2023-07-13,2025-11-13
24965,8183,56350,Car,469240.26,14.72,0,Closed,2025-11-10,2029-02-03
24966,21325,17441,Car,0.0,14.31,0,Active,2025-07-31,2026-03-26
24967,8124,47181,,323383.26,5.28,58,Closed,2025-04-16,2025-10-10
24968,11493,59837,Home,156837.58,10.87,54,Active,2024-02-05,2026-10-25
24969,33388,25298,Car,312528.6,-5.0,53,Active,2024-10-15,2028-08-11
